ID,LAT,LON,New_Greenl,Old_Greenl,Foreign_na,Official_n,Alternativ,RGI_ID,GLIMS_ID,RGI_LON,RGI_LAT,Type
GGN0495,73.703700,-25.395800,,,Endeløs,Endeløs,,RGI40-05.19556,G334259E73703N,-25.741200,73.702700,LGIC
GGN0496,73.783300,-26.216700,,,Knibtangen,Knibtangen,,RGI40-05.19552,G333812E73731N,-26.187600,73.730700,LGIC
GGN0497,73.783300,-25.966700,,,Forhindringsgletsjer,Forhindringsgletsjer,,RGI40-05.19647,G333995E73766N,-26.005300,73.766000,LGIC
GGN0498,73.831700,-55.582500,Sermeq Kujalleq,,,Sermeq Kujalleq,,,,0.000000,0.000000,GrIS
GGN0499,73.856800,-25.671300,,,Dukkegletsjer,Dukkegletsjer,,RGI40-05.19700,G334202E73856N,-25.797900,73.856400,LGIC
GGN0500,73.900000,-55.550000,,,Ussing Bræer,Ussing Bræer,,,,0.000000,0.000000,GrIS
GGN0501,73.911300,-25.030600,,,Søgletscher,Søgletscher,,RGI40-05.19781,G335048E73943N,-24.952100,73.943400,LGIC
GGN0502,73.916700,-24.416700,,,Waltershausen Gletsjer,Waltershausen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0503,73.941000,-55.767900,Sermeq Avanarleq,,,Sermeq Avanarleq,,,,0.000000,0.000000,GrIS
GGN0504,73.950000,-25.933300,,,Nunatakgletsjer,Nunatakgletsjer,,,,0.000000,0.000000,GrIS
GGN0505,73.983300,-28.650000,,,Skråbræ,Skråbræ,,,,0.000000,0.000000,GrIS
GGN0506,73.983300,-28.016700,,,Hindringsgletsjer,Hindringsgletsjer,,,,0.000000,0.000000,GrIS
GGN0507,73.986100,-22.629200,,,Fellenberg Gletsjer,Fellenberg Gletsjer,,RGI40-05.19877,G337447E74002N,-22.553000,74.001900,LGIC
GGN0508,74.033300,-26.750000,,,Adolf Hoel Gletsjer,Adolf Hoel Gletsjer,,,,0.000000,0.000000,GrIS
GGN0509,74.033300,-22.416700,,,A. Schmidt Gletsjer,A. Schmidt Gletsjer,,RGI40-05.19869,G337558E74027N,-22.442100,74.027100,LGIC
GGN0510,74.037600,-22.697200,,,Rungstedgletsjer,Rungstedgletsjer,,RGI40-05.19877,G337447E74002N,-22.553000,74.001900,LGIC
GGN0511,74.042500,-22.548800,,,Haussmann Gletsjer,Haussmann Gletsjer,,RGI40-05.19866,G337404E74038N,-22.595800,74.038400,LGIC
GGN0512,74.049200,-22.487300,,,Nippoldt Gletsjer,Nippoldt Gletsjer,,RGI40-05.19875,G337497E74033N,-22.503300,74.032500,LGIC
GGN0513,74.066700,-25.633300,,,Dødehundebræ,Dødehundebræ,,,,0.000000,0.000000,GrIS
GGN0514,74.116700,-27.000000,,,Eyvind Fjeld Gletsjer,Eyvind Fjeld Gletsjer,,,,0.000000,0.000000,GrIS
GGN0515,74.183100,-56.751300,Sermikassak,Sermikavsak,,Sermikassak,Sermilikassak,RGI40-05.07403,G303259E74170N,-56.741200,74.169600,LGIC
GGN0516,74.183300,-21.150000,,,Taggletsjer,Taggletsjer,,RGI40-05.19936,G338832E74181N,-21.168500,74.181400,LGIC
GGN0517,74.227500,-23.411300,,,Irisgletsjer,Irisgletsjer,,,,0.000000,0.000000,GrIS
GGN0518,74.230700,-55.827500,Ikissuup Sermersua,Ikigssûp Sermerssua,Cornell Gletsjer,Ikissuup Sermersua,,,,0.000000,0.000000,GrIS
GGN0519,74.233300,-23.916700,,,Vibeke Gletsjer,Vibeke Gletsjer,,,,0.000000,0.000000,GrIS
GGN0520,74.250000,-23.000000,,,Wordie Gletsjer,Wordie Gletsjer,,,,0.000000,0.000000,GrIS
GGN0521,74.266700,-20.916700,,,Skillegletsjer,Skillegletsjer,,RGI40-05.20002,G338999E74270N,-21.000900,74.270000,LGIC
GGN0522,74.350000,-25.550000,,,Korsgletsjer,Korsgletsjer,,,,0.000000,0.000000,GrIS
GGN0523,74.350000,-22.916700,,,Grantagletsjer,Grantagletsjer,,,,0.000000,0.000000,GrIS
GGN0524,74.366700,-20.900000,,,Misteltengletsjer,Misteltengletsjer,,RGI40-05.20026,G339105E74378N,-20.895400,74.377600,LGIC
GGN0525,74.370000,-21.021900,,,Hødgletsjer,Hødgletsjer,,RGI40-05.19973,G338940E74365N,-21.059900,74.364800,LGIC
GGN0526,74.383300,-20.816700,,,Frejagletsjer,Frejagletsjer,,RGI40-05.20030,G339171E74378N,-20.828800,74.377800,LGIC
GGN0527,74.400000,-24.216700,,,Vestre Vibeke Gletsjer,Vestre Vibeke Gletsjer,,,,0.000000,0.000000,GrIS
GGN0528,74.400700,-21.076800,,,Balmunggletsjer,Balmunggletsjer,,RGI40-05.19999,G338904E74401N,-21.096300,74.400600,LGIC
GGN0529,74.416700,-55.966600,Illullip Sermia,Igdlugdlip Sermia,,Illullip Sermia,,,,0.000000,0.000000,GrIS
GGN0530,74.600000,-22.266700,,,Copeland Gletsjer,Copeland Gletsjer,,RGI40-05.20038,G337563E74561N,-22.437300,74.561000,LGIC
GGN0531,74.623200,-56.219300,Nunatakassaap Sermia,Nunatakavsaup Sermia,,Nunatakassaap Sermia,,,,0.000000,0.000000,GrIS
GGN0532,74.633300,-22.266700,,,Kløftgletsjer,Kløftgletsjer,,RGI40-05.20042,G337651E74611N,-22.348900,74.611100,LGIC
GGN0533,74.666700,-22.100000,,,Stejlgletsjer,Stejlgletsjer,,RGI40-05.20097,G337922E74678N,-22.078000,74.677900,LGIC
GGN0534,74.683300,-22.583300,,,Pasterze,Pasterze,,,,0.000000,0.000000,GrIS
GGN0535,74.700000,-22.466700,,,Grifgletsjer,Grifgletsjer,,,,0.000000,0.000000,GrIS
GGN0536,74.700000,-21.800000,,,Trinity Gletsjer,Trinity Gletsjer,,RGI40-05.20092,G338195E74672N,-21.805500,74.671900,LGIC
GGN0537,74.716700,-22.000000,,,Barriere Gletsjer,Barriere Gletsjer,,RGI40-05.20096,G338005E74703N,-21.994800,74.702700,LGIC
GGN0538,74.866700,-22.500000,,,Tvegegletsjer,Tvegegletsjer,,,,0.000000,0.000000,GrIS
GGN0539,74.961800,-57.035500,Tuttulikassaap Sermia,,Hayes Gletsjer,Tuttulikassaap Sermia,,,,0.000000,0.000000,GrIS
GGN0540,75.099600,-57.572300,,,Kjer Gletsjer,Kjer Gletsjer,,,,0.000000,0.000000,GrIS
GGN0541,75.159600,-22.826700,,,Heinkel Gletsjer,Heinkel Gletsjer,,,,0.000000,0.000000,GrIS
GGN0542,75.316700,-57.833300,Sermersuaq,Sermerssuaq,Steenstrup Gletsjer,Sermersuaq,,,,0.000000,0.000000,GrIS
GGN0543,75.453100,-22.726600,,,Canongletsjer,Canongletsjer,,,,0.000000,0.000000,GrIS
GGN0544,75.458200,-58.063700,,,Dietrichson Gletsjer,Dietrichson Gletsjer,,,,0.000000,0.000000,GrIS
GGN0545,75.564000,-22.629500,,,Stejlgletsjer,Stejlgletsjer,,,,0.000000,0.000000,GrIS
GGN0546,75.619500,-57.970400,,,Sverdrup Gletsjer,Sverdrup Gletsjer,,,,0.000000,0.000000,GrIS
GGN0547,75.683300,-22.750000,,,Stormgletsjer,Stormgletsjer,,,,0.000000,0.000000,GrIS
GGN0548,75.683300,-22.500000,,,Ejnar Mikkelsen Gletsjer,Ejnar Mikkelsen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0549,75.775900,-58.828300,,,Nansen Gletsjer,Nansen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0550,75.824800,-59.039900,,,Nordenskiöld Gletsjer,Nordenskiöld Gletsjer,,,,0.000000,0.000000,GrIS
GGN0551,75.939400,-66.516700,Sermipaluk,Sermipaluk,,Sermipaluk,Hermipaluk,RGI40-05.07597,G293495E75933N,-66.504700,75.933200,LGIC
GGN0552,75.987600,-22.378800,,,Lillegletsjer,Lillegletsjer,,,,0.000000,0.000000,GrIS
GGN0553,75.989000,-59.857500,Nuussuup Sermia,Nûgssûp Sermia,Kong Oscar Gletsjer,Nuussuup Sermia,,,,0.000000,0.000000,GrIS
GGN0554,76.016700,-23.300000,,,L. Bistrup Bræ,L. Bistrup Bræ,,,,0.000000,0.000000,GrIS
GGN0555,76.047300,-65.551800,Sermipaluk,Sermipaluk,,Sermipaluk,Hermipaluk,RGI40-05.07624,G294491E76127N,-65.508600,76.126700,LGIC
GGN0556,76.065500,-65.646800,Kumaat Sermiat,,,Kumaat Sermiat,Kumait Hermiat,RGI40-05.07624,G294491E76127N,-65.508600,76.126700,LGIC
GGN0557,76.066700,-60.633300,Issuusarsuit Sermiat,Igssûssarssuit Sermiat,,Issuusarsuit Sermiat,,,,0.000000,0.000000,GrIS
GGN0558,76.091200,-68.209700,Appakkooriaq,Sermipaluk,,Appakkooriaq,Sermipaluk,RGI40-05.07697,G291951E76111N,-68.048900,76.111000,LGIC
GGN0559,76.094100,-67.778900,Nasersorfik,Nagssersorfik,,Nasersorfik,"Nassersorfik; Naherhorvik",RGI40-05.07787,G292660E76080N,-67.339900,76.079700,LGIC
GGN0560,76.116700,-60.399900,,,Peary Gletsjer,Peary Gletsjer,,,,0.000000,0.000000,GrIS
GGN0561,76.150000,-24.500000,,,A.B. Drachmann Gletsjer,A.B. Drachmann Gletsjer,,,,0.000000,0.000000,GrIS
GGN0562,76.155500,-68.284400,,,Neptune Gletsjer,Neptune Gletsjer,,RGI40-05.07715,G291776E76147N,-68.224400,76.147400,LGIC
GGN0563,76.166700,-21.916700,,,Soranerbræen,Soranerbræen,,,,0.000000,0.000000,GrIS
GGN0564,76.174100,-68.317100,,,Cluett Gletsjer,Cluett Gletsjer,,RGI40-05.07722,G291761E76185N,-68.239400,76.184800,LGIC
GGN0565,76.200000,-26.116700,,,Metaforgletsjer,Metaforgletsjer,,,,0.000000,0.000000,GrIS
GGN0566,76.200000,-25.500000,,,Ebbe Gletsjer,Ebbe Gletsjer,,,,0.000000,0.000000,GrIS
GGN0567,76.216700,-60.999900,,,Rink Gletsjer,Rink Gletsjer,,,,0.000000,0.000000,GrIS
GGN0568,76.239700,-65.243200,Savissuup Sermia,,Savigssuaq Gletscher,Savissuup Sermia,Savissuaq Gletscher,,,0.000000,0.000000,GrIS
GGN0569,76.253300,-64.868200,,,Helland Gletsjer,Helland Gletsjer,,,,0.000000,0.000000,GrIS
GGN0570,76.266700,-63.799800,Appaliarsulipaluup Sermia,Agpaliarssulipalûp Sermia,Mohn Gletsjer,Appaliarsulipaluup Sermia,Appaliarrulipaluup Hermia,RGI40-05.07600,G296228E76253N,-63.772200,76.252500,LGIC
GGN0571,76.277400,-68.585500,Paakitsup Sermersua,Pâkitsup Sermerssua,Pituffik Gletsjer,Paakitsup Sermersua,Paakitsup Hermerrianga,RGI40-05.07736,G291713E76310N,-68.286800,76.309600,LGIC
GGN0572,76.300000,-61.766600,Qeqertat Timaanni Sermeq,,Döcker Smith Gletsjer,Qeqertat Timaanni Sermeq,Qikertat Timaani Sermeq,,,0.000000,0.000000,GrIS
GGN0573,76.316700,-62.499900,,,Morell Gletsjer,Morell Gletsjer,,,,0.000000,0.000000,GrIS
GGN0574,76.319500,-24.993800,,,Budolfi Isstrøm,Budolfi Isstrøm,,,,0.000000,0.000000,GrIS
GGN0575,76.333400,-64.083100,,,Yngvar Nielsen Gletsjer,Yngvar Nielsen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0576,76.383300,-62.766500,Innaqqissorsuup Oqquani Sermeq,,Gade Gletsjer,Innaqqissorsuup Oqquani Sermeq,,,,0.000000,0.000000,GrIS
GGN0577,76.425600,-24.107600,,,Ejnar Gletsjer,Ejnar Gletsjer,,,,0.000000,0.000000,GrIS
GGN0578,76.487300,-25.050400,,,Pony Gletsjer,Pony Gletsjer,,,,0.000000,0.000000,GrIS
GGN0579,76.500100,-68.236600,,,Store Landgletsjer,Store Landgletsjer,,RGI40-05.07772,G291955E76463N,-68.045400,76.463000,LGIC
GGN0580,76.537100,-24.749100,,,Kursbræ,Kursbræ,,RGI40-05.09342,G335213E76547N,-24.787500,76.546500,LGIC
GGN0581,76.579700,-67.626000,Ullip Sermia,Uvdlip Sermerssuaq,Harald Moltke Bræ,Ullip Sermia,"Sermersuaq; Nunatarruup Hermia",,,0.000000,0.000000,GrIS
GGN0582,76.633300,-22.666700,,,Bredebræ,Bredebræ,,,,0.000000,0.000000,GrIS
GGN0583,76.650000,-24.133300,,,Borgjøkel,Borgjøkel,,,,0.000000,0.000000,GrIS
GGN0584,76.698800,-67.043200,,,Søndre Tvillinggletsjer,Søndre Tvillinggletsjer,,,,0.000000,0.000000,GrIS
GGN0585,76.719000,-68.479500,Naajat Sermiat,Naujat Sermiat,Chamberlin Gletsjer,Naajat Sermiat,,RGI40-05.08057,G291497E76805N,-68.502800,76.804900,LGIC
GGN0586,76.722900,-68.673900,Pinguarsuit Sermiat,Pinguarssuit Sermiat,Salisbury Gletsjer,Pinguarsuit Sermiat,,RGI40-05.08057,G291497E76805N,-68.502800,76.804900,LGIC
GGN0587,76.727500,-67.001400,,,Nordre Tvillinggletsjer,Nordre Tvillinggletsjer,,,,0.000000,0.000000,GrIS
GGN0588,76.757800,-67.797100,Equutissaatsut Sermiat,Eqûtigssaitsut Sermiat,Knud Rasmussen Gletsjer,Equutissaatsut Sermiat,,RGI40-05.08054,G292408E76864N,-67.592100,76.863900,LGIC
GGN0589,76.773000,-67.020600,,,Rampen,Rampen,,,,0.000000,0.000000,GrIS
GGN0590,76.830300,-66.886600,,,Tunnelgletsjer,Tunnelgletsjer,,RGI40-05.07857,G293108E76832N,-66.892500,76.831900,LGIC
GGN0591,76.841300,-67.255700,,,Hundetunge Gletsjer,Hundetunge Gletsjer,,RGI40-05.08054,G292408E76864N,-67.592100,76.863900,LGIC
GGN0592,76.850000,-24.766700,,,Trefork Gletsjer,Trefork Gletsjer,,,,0.000000,0.000000,GrIS
GGN0593,76.850000,-66.832900,,,Skjulgletsjer,Skjulgletsjer,,,,0.000000,0.000000,GrIS
GGN0594,76.888700,-70.168400,,,Witzansky Gletsjer,Witzansky Gletsjer,,RGI40-05.08052,G289786E76905N,-70.213900,76.905400,LGIC
GGN0595,76.940600,-70.069800,,,Ivar Berendsen Gletsjer,Ivar Berendsen Gletsjer,,RGI40-05.08048,G289856E76945N,-70.143600,76.944500,LGIC
GGN0596,76.983300,-25.133300,,,Admiralty Gletsjer,Admiralty Gletsjer,,,,0.000000,0.000000,GrIS
GGN0597,76.987600,-70.906200,Sermipaluk,Sermipaluk,,Sermipaluk,,RGI40-05.08044,G289231E77041N,-70.768600,77.040600,LGIC
GGN0598,77.060700,-69.471200,,,Berlingske Bræ,Berlingske Bræ,,RGI40-05.08033,G290557E77062N,-69.443400,77.062100,LGIC
GGN0599,77.066700,-22.766700,,,Storstrømmen,Storstrømmen,,,,0.000000,0.000000,GrIS
GGN0600,77.080100,-66.223200,Sermiarsupaluk,Sermiarssupaluk,,Sermiarsupaluk,,,,0.000000,0.000000,GrIS
GGN0601,77.082500,-24.662900,,,Admiralty Gletsjer,Admiralty Gletsjer,,,,0.000000,0.000000,GrIS
GGN0602,77.087500,-24.169000,,,Gultop Gletsjer,Gultop Gletsjer,,,,0.000000,0.000000,GrIS
GGN0603,77.116700,-25.166700,,,Sunderland Gletsjer,Sunderland Gletsjer,,,,0.000000,0.000000,GrIS
GGN0604,77.116700,-22.083300,,,Sælsøgletsjer,Sælsøgletsjer,,,,0.000000,0.000000,GrIS
GGN0605,77.129900,-70.756600,,,Tyndall Gletsjer,Tyndall Gletsjer,,RGI40-05.08042,G289278E77092N,-70.721600,77.092200,LGIC
GGN0606,77.160200,-69.602400,Itillersuaq,Itivdlerssuaq,Politiken Bræ,Itillersuaq,Itutterriaq,RGI40-05.08024,G290425E77172N,-69.574700,77.172200,LGIC
GGN0607,77.185800,-69.254800,Sermiarsupaluk,Sermiarssupaluk,Savage Gletsjer,Sermiarsupaluk,,RGI40-05.08065,G290678E77156N,-69.322100,77.155700,LGIC
GGN0608,77.206500,-70.483700,Sermipaluk,,,Sermipaluk,Hermipaluk,RGI40-05.08013,G289533E77202N,-70.467100,77.202100,LGIC
GGN0609,77.206900,-66.002900,Kangerluarsorujussuup Qinngua,Kangerdluarssûp Qíngua,Marie Gletsjer,Kangerluarsorujussuup Qinngua,"Kangerluarsuup Qinngua; Kangertuarrurujussuup Qinngua; Marie Bræ; Marre Gletscher",,,0.000000,0.000000,GrIS
GGN0610,77.216700,-24.983300,,,Hasting Gletsjer,Hasting Gletsjer,,,,0.000000,0.000000,GrIS
GGN0611,77.222300,-69.729800,Sermiarsussuaq,,,Sermiarsussuaq,,RGI40-05.08022,G290260E77195N,-69.740100,77.194900,LGIC
GGN0612,77.232200,-24.312400,,,Britannia Gletsjer,Britannia Gletsjer,,,,0.000000,0.000000,GrIS
GGN0613,77.234500,-65.316400,,,Academy Gletsjer,Academy Gletsjer,,,,0.000000,0.000000,GrIS
GGN0614,77.235300,-70.145200,Misuumasoq,Misûmassoq,,Misuumasoq,,RGI40-05.08020,G289879E77222N,-70.121000,77.221700,LGIC
GGN0615,77.250000,-20.783400,,,Søgletsjer,Søgletsjer,,RGI40-05.09558,G339406E77225N,-20.594300,77.224800,LGIC
GGN0616,77.256200,-65.977000,,,Leidy Gletsjer,Leidy Gletsjer,,,,0.000000,0.000000,GrIS
GGN0617,77.340300,-71.694500,Qassisallip Sermia,,Kiatak Gletsjer,Qassisallip Sermia,Qaggihattup Hermia,RGI40-05.08136,G288274E77340N,-71.726200,77.340400,LGIC
GGN0618,77.361800,-67.987200,Siunnaatalik,Siúnautalik,Hurlbut Gletsjer,Siunnaatalik,,RGI40-05.07854,G292196E77316N,-67.804100,77.316100,LGIC
GGN0619,77.366700,-24.416700,,,Suzanne Bræ,Suzanne Bræ,,,,0.000000,0.000000,GrIS
GGN0620,77.378300,-72.266700,Ujarasussuarsuit Itilliat,,,Ujarasussuarsuit Itilliat,Ujarahuhhuarruit Itivtiat,RGI40-05.08122,G287724E77384N,-72.275800,77.383800,LGIC
GGN0621,77.393300,-71.658300,Sermiarsussuaq,Sermiarssugssuaq,,Sermiarsussuaq,,RGI40-05.08129,G288260E77381N,-71.740300,77.380900,LGIC
GGN0622,77.407200,-71.896800,Marnit Sermiat,,Robins Gletsjer,Marnit Sermiat,Marnit Hermiat,RGI40-05.08119,G288095E77402N,-71.905300,77.402200,LGIC
GGN0623,77.407200,-72.452500,Qangattaat Sermiat,Sermiarssupaluk,Vestgletsjer,Qangattaat Sermiat,"Sermiarsupaluk; Qangattait Hermiat Appaarruit Timaanni",RGI40-05.08117,G287589E77408N,-72.411200,77.407700,LGIC
GGN0624,77.419900,-72.033800,Ujaassuup Sermia,Ujâgsup Sermia,Parish Gletsjer,Ujaassuup Sermia,"Ujaassup Sermia; Ujaagguup Hermia",RGI40-05.08118,G287929E77398N,-72.071300,77.398200,LGIC
GGN0625,77.431200,-70.483400,Sermiarsupaluk,,,Sermiarsupaluk,Hermiarrupaluk,RGI40-05.08083,G289336E77433N,-70.663800,77.432700,LGIC
GGN0626,77.432300,-72.213500,Upernavissuup Sermia,Upernavigssûp Sermia,Kissel Gletsjer,Upernavissuup Sermia,Upernavigguup Hermia,RGI40-05.08116,G287782E77421N,-72.217900,77.421000,LGIC
GGN0627,77.449400,-70.634400,Sermiarsussuaq,,,Sermiarsussuaq,Hermiarrurruaq,RGI40-05.08083,G289336E77433N,-70.663800,77.432700,LGIC
GGN0628,77.499900,-69.193600,,,Qaanaaq Gletsjer,Qaanaaq Gletsjer,,RGI40-05.08005,G290838E77522N,-69.161600,77.522300,LGIC
GGN0629,77.500000,-21.866700,,,Kofoed-Hansen Bræ,Kofoed-Hansen Bræ,,,,0.000000,0.000000,GrIS
GGN0630,77.500900,-68.753300,Sermiarsupaluk,Sermiarssupaluk,,Sermiarsupaluk,Hermiarrupaluk,RGI40-05.08110,G291039E77514N,-68.960800,77.514100,LGIC
GGN0631,77.516700,-65.666400,Qaqujaarsuup Sermia,Qaqujârssûp Sermia,Heilprin Gletsjer,Qaqujaarsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0632,77.525700,-69.300900,,,Bryant Gletsjer,Bryant Gletsjer,,RGI40-05.08005,G290838E77522N,-69.161600,77.522300,LGIC
GGN0633,77.526200,-68.694400,,,Twin Gletsjer,Twin Gletsjer,,RGI40-05.08109,G291280E77528N,-68.720200,77.528000,LGIC
GGN0634,77.560200,-68.778500,,,Sydgletsjer,Sydgletsjer,,RGI40-05.08108,G291022E77560N,-68.977700,77.559700,LGIC
GGN0635,77.562900,-69.652400,,,Fan Gletsjer,Fan Gletsjer,,RGI40-05.08106,G290534E77581N,-69.466400,77.580800,LGIC
GGN0636,77.576400,-68.268100,,,Østgletsjer,Østgletsjer,,RGI40-05.08063,G291817E77564N,-68.182700,77.563900,LGIC
GGN0637,77.602500,-67.741900,Quinisut Sermiat,Quinissut Sermiat,Hubbard Gletsjer,Quinisut Sermiat,Quinnisut Sermiat,,,0.000000,0.000000,GrIS
GGN0638,77.605900,-68.769800,Sermiarsupaluk,Sermiarssupaluk,Gnom Gletsjer,Sermiarsupaluk,Hermiarrupaluk,RGI40-05.08104,G291169E77605N,-68.831400,77.605000,LGIC
GGN0639,77.616700,-68.182800,,,Gable Gletsjer,Gable Gletsjer,,,,0.000000,0.000000,GrIS
GGN0640,77.636000,-68.967300,Qaqortap Sermia,,Qaqortaq Gletscher,Qaqortap Sermia,,RGI40-05.08103,G290914E77601N,-69.085900,77.601000,LGIC
GGN0641,77.654500,-69.409200,,,Scarlet Heart Gletsjer,Scarlet Heart Gletsjer,,RGI40-05.08095,G290628E77632N,-69.371900,77.632400,LGIC
GGN0642,77.656400,-65.967900,Qeqertaarsuusarsuup Sermia,Qeqertârssûssarssûp Sermia,Tracy Gletsjer,Qeqertaarsuusarsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0643,77.677700,-68.320700,,,Mirror Gletsjer,Mirror Gletsjer,,,,0.000000,0.000000,GrIS
GGN0644,77.693400,-68.582900,Kangerluarsuup Sermia,,Bowdoin Gletsjer,Kangerluarsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0645,77.699100,-67.175900,Paarnarsuit Sermiat,,Hart Gletsjer,Paarnarsuit Sermiat,,,,0.000000,0.000000,GrIS
GGN0646,77.700000,-66.233000,Tuttulipaluup Sermia,,Farquhar Gletsjer,Tuttulipaluup Sermia,,,,0.000000,0.000000,GrIS
GGN0647,77.716700,-66.949600,Toornaarsulissuup Sermii,,Sharp Gletsjer,Toornaarsulissuup Sermii,,,,0.000000,0.000000,GrIS
GGN0648,77.731500,-66.644400,Toornaarsulissuup Sermii,,Melville Gletsjer,Toornaarsulissuup Sermii,,,,0.000000,0.000000,GrIS
GGN0649,77.733600,-68.352400,,,East Branch Gletsjer,East Branch Gletsjer,,,,0.000000,0.000000,GrIS
GGN0650,77.733700,-68.793100,Tuttu Gletsjer,,Tugto Gletscher,Tuttu Gletsjer,,,,0.000000,0.000000,GrIS
GGN0651,77.779000,-69.428700,Iterlassuup Sermia,Iterdlagssûp Qíngua,Sun Gletsjer,Iterlassuup Sermia,"Iterlassuup Qinngua; Itertagguup Sermia",,,0.000000,0.000000,GrIS
GGN0652,77.810800,-70.961300,Naajaat Sermiat,,Illuluarsuit Gletsjer,Naajaat Sermiat,Naujaat Sermiat,RGI40-05.08191,G289065E77823N,-70.935300,77.823000,LGIC
GGN0653,77.837800,-71.181300,Sermiarsupaluk,Sermiarssupaluk,,Sermiarsupaluk,,RGI40-05.08188,G288897E77833N,-71.103400,77.832900,LGIC
GGN0654,77.854000,-70.671600,Siorarsuit Sermiat,,Siorarsuaq Gletsjer,Siorarsuit Sermiat,,RGI40-05.08182,G289359E77848N,-70.641200,77.847800,LGIC
GGN0655,77.875700,-69.851300,Qinnguata Sermia,Siorapalûp Qíngua,Verhoeff Gletsjer,Qinnguata Sermia,Siorapaluup Qinngua,,,0.000000,0.000000,GrIS
GGN0656,77.880000,-70.297300,Ikernup Sermia,Ikernup Sermia,Meehan Gletsjer,Ikernup Sermia,,,,0.000000,0.000000,GrIS
GGN0657,77.907000,-71.081200,Neqip Sermia,Neqip Sermia,Morris Jesup Gletsjer,Neqip Sermia,,,,0.000000,0.000000,GrIS
GGN0658,77.947500,-71.850100,Arfalluarfiup Sermia,Pitorâviup Sermia,Clements Markham Gletsjer,Arfalluarfiup Sermia,Pitoraaviup Sermia,,,0.000000,0.000000,GrIS
GGN0659,77.952100,-71.590700,Arfalluarfiup Sermia,Arfagdluarfiup Sermia,Diebitsch Gletsjer,Arfalluarfiup Sermia,Neqip Illuata Sermia,,,0.000000,0.000000,GrIS
GGN0660,78.022400,-72.166900,,,Bamse Gletsjer,Bamse Gletsjer,,,,0.000000,0.000000,GrIS
GGN0661,78.059800,-72.238300,,,Bu Gletsjer,Bu Gletsjer,,,,0.000000,0.000000,GrIS
GGN0662,78.071700,-72.430100,Itutterriaq,,Child Gletsjer,Itutterriaq,,,,0.000000,0.000000,GrIS
GGN0663,78.141500,-72.754400,,,Storm Gletsjer,Storm Gletsjer,,,,0.000000,0.000000,GrIS
GGN0664,78.153700,-72.679700,Itilliarsuk,Itivdliarssuk,,Itilliarsuk,,,,0.000000,0.000000,GrIS
GGN0665,78.176100,-72.679600,,,Dodge Gletsjer,Dodge Gletsjer,,,,0.000000,0.000000,GrIS
GGN0666,78.283300,-21.583300,,,Blæsebræ,Blæsebræ,,,,0.000000,0.000000,GrIS
GGN0667,78.283400,-72.265400,,,Brother John Gletsjer,Brother John Gletsjer,,,,0.000000,0.000000,GrIS
GGN0668,78.677800,-21.483400,,,Gammel Hellerup Gletsjer,Gammel Hellerup Gletsjer,,,,0.000000,0.000000,GrIS
GGN0669,78.820300,-67.051800,,,Hiawatha Gletsjer,Hiawatha Gletsjer,,,,0.000000,0.000000,GrIS
GGN0670,78.933300,-21.000000,,,Zachariae Isstrøm,Zachariae Isstrøm,,,,0.000000,0.000000,GrIS
GGN0671,79.446200,-63.395700,Sermersuaq,Sermerssuaq,Humboldt Gletsjer,Sermersuaq,,,,0.000000,0.000000,GrIS
GGN0672,79.711300,-20.292800,,,Spaltegletsjer,Spaltegletsjer,,,,0.000000,0.000000,GrIS
GGN0673,80.205900,-16.832100,,,Depotgletsjer,Depotgletsjer,,RGI40-05.09997,G343249E80231N,-16.750800,80.231300,LGIC
GGN0674,80.222400,-16.665900,,,Mallemukgletsjer,Mallemukgletsjer,,RGI40-05.09997,G343249E80231N,-16.750800,80.231300,LGIC
GGN0675,80.316700,-19.900000,,,Aage Bertelsen Gletsjer,Aage Bertelsen Gletsjer,,RGI40-05.09937,G339749E80313N,-20.250700,80.312500,LGIC
